auction_id,national_id,total_auctions_participated,total_auctions_won,total_bids_history,historical_win_rate,bids_to_wins_ratio,starting_price,final_price,minimum_bid_increment,auction_duration_minutes,number_of_unique_bidders,total_bids_in_auction,bids_count_in_auction,bid_share_in_auction,avg_seconds_between_bids,first_bid_time_from_start_minutes,last_bid_time_to_end_minutes,used_minimum_increment_ratio,bid_increment_avg,aggressive_bidding_flag,early_entry_flag,late_exit_flag,won_auction_flag,suspicious_score_generation,suspicious_label
AUC_1116,1378972246,10,0,77,0.0,77.0,406443,461476,2000,60,24,264,1,0.0038,431.62,15.69,32.31,0.2197,7851.07,0,0,0,0,0.2545,0
AUC_1249,1363415817,46,8,349,0.1739,43.625,296525,315968,10000,180,13,181,14,0.0773,379.2,100.79,60.38,0.5238,30398.26,0,0,0,0,0.1944,0
AUC_1307,2150595307,80,6,1881,0.075,313.5,1127035,1180251,1000,60,7,114,17,0.1491,39.97,10.22,3.63,0.7057,1045.07,0,0,1,0,0.7808,1
AUC_1070,2499750347,33,5,224,0.1515,44.8,277719,318301,10000,120,18,259,1,0.0039,1163.11,75.17,33.81,0.3333,23449.08,0,0,0,0,0.0917,0
AUC_1234,2379091841,22,7,157,0.3182,22.4286,1725206,2155507,20000,120,12,97,9,0.0928,413.29,42.96,15.77,0.4068,20329.03,0,0,0,1,0.1039,0
AUC_1293,2083198938,3,0,29,0.0,29.0,1087195,1126436,20000,180,17,121,5,0.0413,1155.61,95.54,34.74,0.2837,32105.53,0,0,0,1,0.149,0
AUC_1151,1802706427,23,1,279,0.0435,279.0,587372,706576,5000,90,4,67,24,0.3582,62.0,5.45,4.03,0.6721,8760.29,1,1,1,0,0.8236,1
AUC_1395,1591305848,54,6,198,0.1111,33.0,1447354,1642546,10000,180,24,363,5,0.0138,244.42,69.87,21.36,0.2192,10460.84,0,0,1,0,0.1385,0
AUC_1295,2758101466,60,4,403,0.0667,100.75,133255,153050,2000,60,11,125,14,0.112,10.84,17.14,4.44,0.591,3393.89,0,0,1,0,0.605,1
AUC_1363,1609142611,123,7,3450,0.0569,492.8571,1391013,1628294,10000,180,22,395,26,0.0658,54.28,19.21,3.26,0.9088,16416.51,1,1,1,0,0.8452,1
AUC_1041,1533193562,63,19,337,0.3016,17.7368,467409,554624,5000,120,5,78,11,0.141,278.45,51.75,35.68,0.306,16798.42,0,0,0,1,0.2134,0
AUC_1010,1027502471,12,1,102,0.0833,102.0,1661407,1979167,10000,60,4,15,9,0.6,162.02,9.26,22.1,0.3662,43457.24,0,0,0,0,0.3053,0
AUC_1244,2932198873,36,12,240,0.3333,20.0,289475,348667,5000,60,12,71,6,0.0845,668.45,42.33,32.54,0.315,20000.41,0,0,0,0,0.0229,0
AUC_1175,2978528498,32,3,618,0.0938,206.0,1270172,1409304,5000,180,23,235,29,0.1234,70.81,5.02,8.05,0.6723,6000.64,0,1,1,0,0.6871,0
AUC_1319,2768389484,66,5,1291,0.0758,258.2,384958,405353,1000,120,24,366,15,0.041,30.54,35.91,2.6,0.6779,1715.68,0,0,1,0,0.6192,0
AUC_1149,2628502020,61,4,172,0.0656,43.0,1103649,1295562,20000,60,14,190,5,0.0263,315.4,42.39,9.28,0.5426,25362.86,0,0,0,1,0.2651,0
AUC_1102,2671188540,81,14,530,0.1728,37.8571,465284,553102,20000,120,22,69,12,0.1739,325.91,39.36,4.37,0.3429,42012.67,0,0,1,0,0.0256,0
AUC_1266,1740740981,80,8,1219,0.1,152.375,587829,709153,10000,180,6,50,20,0.4,83.2,7.55,10.21,0.8772,12476.4,0,1,1,0,0.8337,1
AUC_1037,2355145467,21,5,115,0.2381,23.0,582828,667404,1000,30,10,141,6,0.0426,213.08,10.87,17.63,0.1641,1575.76,0,0,0,0,0.0873,0
AUC_1061,1922342291,39,2,324,0.0513,162.0,463852,520165,5000,90,22,52,3,0.0577,127.78,59.32,20.46,0.1549,16177.79,0,0,0,0,0.2853,0
AUC_1211,1370004239,89,42,210,0.4719,5.0,953204,988641,1000,120,7,46,5,0.1087,256.5,61.57,17.56,0.4364,2951.05,0,0,0,0,0.1989,0
AUC_1333,2697079098,51,11,421,0.2157,38.2727,904727,972642,20000,90,15,190,16,0.0842,127.67,23.66,34.13,0.2149,61027.68,0,0,0,0,0.1315,0
AUC_1010,1685721106,35,17,139,0.4857,8.1765,1064801,1342532,5000,180,22,88,17,0.1932,263.82,93.39,6.52,0.369,13756.63,0,0,1,1,0.0268,0
AUC_1195,2933334613,22,11,120,0.5,10.9091,287528,322170,10000,120,14,199,8,0.0402,79.23,60.35,37.92,0.2947,27935.03,0,0,0,1,0.01,0
AUC_1397,2081634210,78,32,501,0.4103,15.6562,582361,701157,20000,180,18,48,11,0.2292,141.29,158.85,22.65,0.2525,36621.32,0,0,0,1,0.2153,0
AUC_1135,2720319296,88,44,787,0.5,17.8864,1711385,2049187,10000,60,7,28,12,0.4286,424.3,31.28,21.3,0.4314,11955.29,0,0,0,0,0.2239,0
AUC_1080,1978577382,14,1,60,0.0714,60.0,1982591,2324088,2000,90,8,139,7,0.0504,363.25,25.43,45.67,0.3493,5203.03,0,0,0,1,0.1903,1
AUC_1198,2124054557,15,4,108,0.2667,27.0,745915,865367,20000,60,8,53,2,0.0377,1187.26,11.95,10.37,0.3019,69296.59,0,0,0,0,0.0255,0
AUC_1093,1903245303,11,1,48,0.0909,48.0,735547,924558,20000,180,24,76,8,0.1053,572.35,100.89,33.92,0.5127,46593.99,0,0,0,0,0.0369,0
AUC_1098,1146012542,14,4,132,0.2857,33.0,642592,741284,2000,120,18,106,6,0.0566,808.5,41.78,83.36,0.5491,5171.38,0,0,0,0,0.1135,0
AUC_1163,1810955115,73,29,222,0.3973,7.6552,149225,178587,2000,90,6,51,2,0.0392,319.64,51.93,11.42,0.6804,2324.32,0,0,0,1,0.1868,0
AUC_1251,2833414089,37,1,292,0.027,292.0,730485,759561,2000,30,4,24,1,0.0417,1111.45,24.6,18.67,0.192,5893.94,0,0,0,0,0.2386,1
AUC_1104,1064086430,112,5,2191,0.0446,438.2,697919,916813,2000,180,11,93,37,0.3978,14.81,16.85,20.01,0.6234,2567.64,1,1,1,0,0.92,1
AUC_1346,1370759161,11,3,87,0.2727,29.0,1105951,1378994,2000,240,10,105,10,0.0952,140.18,147.68,25.56,0.5167,4160.9,0,0,1,0,0.1558,0
AUC_1091,1953275051,71,20,410,0.2817,20.5,508860,591909,10000,240,16,141,4,0.0284,342.54,170.2,30.31,0.4361,16356.54,0,0,0,0,0.0593,0
AUC_1032,2943087024,41,8,285,0.1951,35.625,144327,155572,20000,240,23,353,9,0.0255,403.88,99.29,19.88,0.323,47427.03,0,0,1,0,0.2305,0
AUC_1196,2154474486,8,0,27,0.0,27.0,1428094,1729278,2000,30,7,35,3,0.0857,128.26,12.41,0.35,0.4903,3078.19,0,0,1,1,0.1631,0
AUC_1271,2961526487,72,9,699,0.125,77.6667,1291625,1452638,5000,60,21,139,8,0.0576,325.14,22.24,14.03,0.3968,16197.14,0,0,0,0,0.1674,0
AUC_1039,1491459559,99,45,1153,0.4545,25.6222,1706416,1944755,2000,180,19,101,14,0.1386,202.35,65.72,31.38,0.218,4871.91,0,0,0,0,0.01,0
AUC_1218,2149487209,138,0,3735,0.0,3735.0,95386,102956,5000,180,12,132,35,0.2652,82.4,2.29,8.47,0.8978,8146.37,0,1,1,0,0.99,1
AUC_1228,1225316383,29,14,278,0.4828,19.8571,133792,138213,5000,30,22,361,13,0.036,98.25,16.22,10.8,0.3433,10691.03,0,0,0,0,0.0903,0
AUC_1312,1280093145,88,40,278,0.4545,6.95,914485,1129882,5000,240,5,84,8,0.0952,431.34,209.7,16.49,0.6818,5622.26,0,0,1,0,0.1567,0
AUC_1085,2276612046,127,3,2736,0.0236,912.0,122733,141967,2000,240,21,164,35,0.2134,85.61,22.61,26.35,0.9639,2392.99,0,1,1,0,0.8329,1
AUC_1277,1507556994,2,0,11,0.0,11.0,1656222,1747452,5000,180,20,151,3,0.0199,183.79,8.33,87.09,0.504,10291.48,0,1,0,1,0.2924,0
AUC_1249,2629511522,30,1,530,0.0333,530.0,101365,143245,2000,60,3,25,18,0.72,13.64,6.02,1.25,0.6446,3654.77,1,1,1,0,0.99,1
AUC_1247,2471903247,115,6,2755,0.0522,459.1667,962908,1116166,10000,120,24,218,34,0.156,8.92,26.47,8.47,0.7862,14800.95,1,0,1,0,0.8477,0
AUC_1045,2090998192,20,3,102,0.15,34.0,1149253,1301181,2000,120,21,147,6,0.0408,641.45,39.1,22.4,0.5428,3904.17,0,0,0,0,0.0831,0
AUC_1041,1576998833,78,9,343,0.1154,38.1111,1459154,1669482,10000,60,24,258,5,0.0194,76.59,49.02,5.44,0.6926,20733.78,0,0,1,0,0.3296,0
AUC_1008,1943682101,37,5,256,0.1351,51.2,1303730,1624922,1000,30,24,103,4,0.0388,241.54,22.01,13.51,0.402,3794.82,0,0,0,0,0.2442,0
AUC_1108,1980355755,50,24,291,0.48,12.125,1968987,2019172,5000,30,22,245,6,0.0245,222.47,4.12,10.86,0.3875,8882.87,0,0,0,1,0.049,0
AUC_1271,2785338321,74,3,1280,0.0405,426.6667,1345341,1514938,1000,180,15,246,39,0.1585,8.38,36.24,14.0,0.6722,1724.39,1,0,1,1,0.8708,1
AUC_1077,2545751580,8,1,30,0.125,30.0,1361556,1789944,5000,180,5,25,9,0.36,383.78,98.43,88.45,0.1202,22279.06,0,0,0,0,0.1502,1
AUC_1325,2836686157,53,7,148,0.1321,21.1429,1492108,1782254,20000,120,20,70,2,0.0286,329.32,44.16,2.95,0.4292,52954.84,0,0,1,0,0.0827,0
AUC_1286,2368268037,49,1,1699,0.0204,1699.0,305380,381624,10000,90,14,85,27,0.3176,75.98,17.84,5.51,0.9722,15885.94,0,0,1,0,0.8511,0
AUC_1291,1800841617,96,4,861,0.0417,215.25,1605242,2102110,5000,120,3,34,17,0.5,13.38,10.34,4.53,0.589,5938.41,0,1,1,0,0.99,1
AUC_1182,1429307632,36,2,297,0.0556,148.5,1651359,2074372,5000,90,13,50,21,0.42,33.21,14.5,6.19,0.6879,5870.8,1,0,1,0,0.9316,1
AUC_1376,2960532463,43,3,391,0.0698,130.3333,211544,219555,10000,120,22,203,6,0.0296,721.24,16.44,55.66,0.4756,26423.12,0,0,0,0,0.2576,0
AUC_1102,2207618807,4,1,24,0.25,24.0,1689562,2096427,10000,240,16,233,3,0.0129,874.7,118.86,161.5,0.4549,14383.81,0,0,0,0,0.0865,0
AUC_1281,1200279804,116,19,1261,0.1638,66.3684,453137,548300,10000,90,10,78,12,0.1538,222.75,33.76,32.26,0.2171,16469.17,0,0,0,1,0.2654,0
AUC_1318,1926266435,92,39,384,0.4239,9.8462,1154934,1296716,1000,60,23,279,12,0.043,360.74,16.25,9.87,0.5908,1393.95,0,0,0,0,0.0921,0
AUC_1377,2093753819,61,15,482,0.2459,32.1333,247559,274174,5000,60,4,24,7,0.2917,260.35,2.53,10.6,0.3113,13992.31,0,1,0,0,0.2196,0
AUC_1156,2704679018,68,31,395,0.4559,12.7419,1459158,1659146,20000,60,24,199,14,0.0704,226.33,3.41,18.6,0.3117,57428.47,0,1,0,0,0.1079,0
AUC_1245,2719504979,44,1,921,0.0227,921.0,787330,819784,20000,30,13,175,35,0.2,74.61,2.94,3.37,0.7217,22195.61,0,1,1,0,0.7551,1
AUC_1073,2736382122,39,8,132,0.2051,16.5,329077,414572,10000,240,10,56,4,0.0714,891.52,62.12,161.55,0.4759,43899.48,0,0,0,1,0.1734,0
AUC_1116,1864247872,84,0,1697,0.0,1697.0,1544865,1648597,10000,180,22,122,23,0.1885,67.63,13.43,11.47,0.7017,11001.12,1,1,1,1,0.82,0
AUC_1369,1915275126,16,7,213,0.4375,30.4286,381493,429691,20000,180,24,87,9,0.1034,481.86,109.95,39.1,0.6474,65376.45,0,0,0,0,0.0796,0
AUC_1133,1262976938,76,3,2573,0.0395,857.6667,992577,1065798,2000,90,12,187,31,0.1658,61.73,15.38,15.95,0.6719,2973.93,1,0,0,0,0.7214,0
AUC_1041,1542779895,60,1,444,0.0167,444.0,403993,432384,5000,180,21,280,3,0.0107,375.49,97.96,4.36,0.5194,12736.32,0,0,1,1,0.2871,0
AUC_1329,1018517303,11,1,100,0.0909,100.0,132149,158328,5000,60,3,24,6,0.25,278.98,17.12,33.04,0.2681,19488.14,0,0,0,1,0.3139,0
AUC_1139,1805207954,32,8,197,0.25,24.625,297119,352949,5000,120,5,29,3,0.1034,1043.98,31.26,19.01,0.4238,8855.38,0,0,0,0,0.076,0
AUC_1272,1259777727,14,1,32,0.0714,32.0,582271,634625,20000,180,6,21,3,0.1429,330.87,110.44,99.69,0.3142,74206.34,0,0,0,0,0.1189,0
AUC_1011,2199410058,55,2,448,0.0364,224.0,472602,520763,10000,30,16,109,29,0.2661,22.53,1.11,0.32,0.7172,15081.74,1,1,1,0,0.9179,1
AUC_1072,2716692592,17,4,63,0.2353,15.75,1125187,1216774,5000,60,10,156,11,0.0705,371.12,49.91,10.3,0.3136,10732.7,0,0,0,0,0.1592,0
AUC_1367,2814696391,83,25,273,0.3012,10.92,259224,303487,2000,90,18,139,15,0.1079,380.88,13.7,2.02,0.4913,6823.24,0,0,1,1,0.3112,0
AUC_1135,1820298916,34,0,281,0.0,281.0,1334291,1602408,10000,60,21,252,17,0.0675,25.62,14.46,3.25,0.9389,16367.7,0,0,1,0,0.7461,0
AUC_1120,2768196667,5,1,34,0.2,34.0,755640,809524,10000,180,10,98,1,0.0102,1175.76,92.79,100.07,0.2066,33610.84,0,0,0,0,0.0978,0
AUC_1008,2914007140,39,16,86,0.4103,5.375,264139,278657,1000,60,7,87,8,0.092,307.3,23.86,8.24,0.3341,1431.06,0,0,0,1,0.0164,0
AUC_1274,2572273748,102,47,329,0.4608,7.0,217954,267936,2000,180,9,44,16,0.3636,339.93,54.07,55.08,0.5224,2977.01,0,0,0,0,0.2172,0
AUC_1034,2671181749,12,1,81,0.0833,81.0,492498,564087,10000,180,21,53,3,0.0566,405.35,126.71,9.57,0.6653,23137.24,0,0,1,0,0.355,1
AUC_1062,1114622248,105,33,494,0.3143,14.9697,1089804,1269080,2000,180,7,74,8,0.1081,231.49,4.51,20.65,0.2031,2955.31,0,1,1,0,0.2261,0
AUC_1059,1214980299,49,10,259,0.2041,25.9,1658938,1999393,1000,30,11,192,6,0.0312,230.54,17.66,0.91,0.6666,2462.48,0,0,1,0,0.2304,0
AUC_1327,1146271633,36,12,173,0.3333,14.4167,811887,970525,20000,60,6,75,4,0.0533,925.55,7.74,33.2,0.4815,31899.56,0,0,0,0,0.0296,0
AUC_1177,2216357783,113,42,415,0.3717,9.881,1566923,1771064,2000,120,6,75,6,0.08,465.83,1.87,41.99,0.2347,4720.85,0,1,0,1,0.1712,0
AUC_1116,1961509001,45,0,841,0.0,841.0,625340,730061,1000,90,15,148,25,0.1689,8.6,8.14,7.24,0.644,2096.24,1,1,1,0,0.9525,1
AUC_1247,1445347217,29,6,175,0.2069,29.1667,141042,161334,2000,60,24,54,6,0.1111,1059.59,9.62,34.99,0.538,4414.85,0,0,0,0,0.0205,0
AUC_1332,1327045710,15,3,133,0.2,44.3333,737574,912393,5000,60,14,170,6,0.0353,900.74,38.4,36.5,0.5086,17597.89,0,0,0,1,0.2142,0
AUC_1076,2806951507,88,1,1734,0.0114,1734.0,212431,250649,5000,240,23,113,23,0.2035,53.21,47.68,1.69,0.8519,9431.18,1,0,1,1,0.8475,0
AUC_1335,2350917498,33,7,200,0.2121,28.5714,1027415,1082949,2000,120,13,111,1,0.009,928.68,85.09,77.01,0.1208,5289.18,0,0,0,0,0.01,0
AUC_1060,1110680444,21,4,80,0.1905,20.0,705209,791048,2000,60,6,77,8,0.1039,325.61,20.87,20.87,0.6096,2643.33,0,0,0,1,0.1675,0
AUC_1133,1948425677,123,3,1923,0.0244,641.0,231699,248642,2000,30,12,56,22,0.3929,23.22,7.06,0.19,0.7756,2672.7,1,0,1,0,0.9103,1
AUC_1163,2150535668,105,26,926,0.2476,35.6154,744802,864338,5000,180,14,221,16,0.0724,77.51,75.05,28.53,0.2315,15379.63,0,0,0,1,0.1471,0
AUC_1039,2146777923,106,18,674,0.1698,37.4444,1951505,2046845,1000,120,13,165,8,0.0485,439.82,59.15,19.6,0.4962,2024.88,0,0,0,0,0.1508,0
AUC_1272,2529761701,96,6,2035,0.0625,339.1667,1045583,1271199,10000,60,23,53,37,0.6981,87.96,7.09,3.18,0.8239,16618.98,0,1,1,0,0.99,1
AUC_1100,1683680831,76,2,1644,0.0263,822.0,1535327,1696507,5000,90,15,169,20,0.1183,12.02,18.76,3.7,0.7659,5590.41,1,0,1,0,0.7525,1
AUC_1019,1677802012,16,1,308,0.0625,308.0,1888198,2170179,5000,180,17,197,23,0.1168,7.23,3.47,3.7,0.7267,7096.09,1,1,1,0,0.9252,1
AUC_1059,2475337614,13,4,113,0.3077,28.25,1465109,1777242,20000,240,11,80,2,0.025,957.54,65.79,100.12,0.2731,26638.09,0,0,0,0,0.01,0
AUC_1214,1205484732,40,18,172,0.45,9.5556,1156406,1339273,10000,120,5,13,4,0.3077,439.65,77.39,15.67,0.4196,13385.7,0,0,0,0,0.2296,0
AUC_1021,1084627630,22,1,366,0.0455,366.0,1522378,1861077,5000,90,21,263,19,0.0722,26.72,30.09,5.58,0.8799,8874.76,1,0,1,0,0.7598,1
AUC_1096,1565369460,79,4,2191,0.0506,547.75,1507666,1886945,10000,240,16,229,35,0.1528,70.17,35.51,20.56,0.6565,18044.51,0,0,1,0,0.9052,1
AUC_1202,2885702709,77,19,807,0.2468,42.4737,1455716,1657531,5000,60,12,65,14,0.2154,385.72,3.49,21.73,0.4177,11344.39,0,1,0,1,0.2787,0
AUC_1378,1583187312,41,5,406,0.122,81.2,1054408,1265227,2000,60,14,128,4,0.0312,947.09,11.88,9.93,0.1303,6568.8,0,0,0,1,0.1383,1
AUC_1343,1807771148,34,1,302,0.0294,302.0,1424399,1640279,10000,180,24,338,3,0.0089,584.6,44.42,27.63,0.4745,26394.76,0,0,0,1,0.4149,0
AUC_1274,2251903228,22,1,191,0.0455,191.0,1447056,1644273,5000,30,10,109,27,0.2477,13.71,6.95,1.83,0.8462,8160.84,1,0,1,0,0.99,1
AUC_1204,1450388253,37,12,308,0.3243,25.6667,811971,962124,5000,120,17,175,5,0.0286,96.59,85.82,6.08,0.4957,13204.91,0,0,1,0,0.0842,0
AUC_1247,1463476277,109,22,1282,0.2018,58.2727,1272843,1637924,10000,90,19,57,13,0.2281,276.67,0.87,19.79,0.243,16721.82,0,1,0,0,0.2707,1
AUC_1271,2689636599,36,2,625,0.0556,312.5,1985717,2483885,20000,60,9,50,27,0.54,23.06,9.99,0.47,0.7057,23474.77,1,0,1,0,0.99,1
AUC_1110,1390849569,118,5,3318,0.0424,663.6,629786,726942,5000,60,11,149,34,0.2282,59.42,6.21,11.88,0.8004,5334.26,1,1,0,0,0.8139,1
AUC_1285,2737898680,19,1,123,0.0526,123.0,875733,942024,1000,180,7,101,4,0.0396,866.64,138.79,85.62,0.53,4219.95,0,0,0,1,0.2828,0
AUC_1313,2215313846,35,1,1013,0.0286,1013.0,922363,1155299,1000,180,20,71,33,0.4648,81.74,39.21,26.26,0.8052,1337.9,0,0,0,0,0.9858,1
AUC_1022,1622363390,76,12,810,0.1579,67.5,1231575,1309740,20000,120,23,179,14,0.0782,80.74,57.03,10.74,0.5978,59430.93,0,0,1,1,0.253,0
AUC_1272,2466134727,66,4,525,0.0606,131.25,1072811,1276976,10000,180,3,53,31,0.5849,11.23,7.44,15.12,0.6586,18685.01,1,1,1,0,0.99,1
AUC_1036,2657697167,109,10,1787,0.0917,178.7,1112983,1398741,5000,60,4,38,26,0.6842,79.21,11.49,5.0,0.9427,7927.65,0,0,1,0,0.9391,1
AUC_1336,2709091819,137,7,2341,0.0511,334.4286,144594,180999,10000,240,14,239,21,0.0879,59.19,28.02,2.53,0.7526,13061.92,1,1,1,0,0.898,1
AUC_1289,2443029173,31,9,321,0.2903,35.6667,1194477,1478250,10000,90,19,236,8,0.0339,138.72,9.19,9.7,0.3849,34289.82,0,1,1,1,0.1705,1
AUC_1175,1922135821,44,6,199,0.1364,33.1667,550424,591302,1000,60,23,267,1,0.0037,278.93,34.55,30.25,0.4974,1898.53,0,0,0,0,0.2984,0
AUC_1292,2374923110,119,48,892,0.4034,18.5833,580976,702983,1000,90,12,70,7,0.1,264.18,52.2,10.28,0.4641,1689.56,0,0,1,0,0.2359,0
AUC_1322,1500301199,42,1,348,0.0238,348.0,500764,590890,5000,180,4,55,4,0.0727,522.3,103.14,51.51,0.3493,11554.32,0,0,0,0,0.2763,1
AUC_1033,2166947046,103,44,410,0.4272,9.3182,421529,510280,2000,240,14,132,16,0.1212,329.74,129.92,72.77,0.6411,4303.23,0,0,0,0,0.1788,1
AUC_1237,2582913294,78,23,462,0.2949,20.087,65745,69345,5000,60,9,103,5,0.0485,323.23,43.69,9.97,0.206,8921.9,0,0,0,0,0.0424,0
AUC_1198,1007658325,97,6,2392,0.0619,398.6667,1030133,1154062,5000,90,18,118,26,0.2203,50.72,22.13,6.53,0.8222,8152.82,1,0,1,1,0.8345,1
AUC_1143,1449732244,79,0,750,0.0,750.0,1192717,1458127,10000,240,17,48,22,0.4583,82.78,11.45,1.27,0.8822,13365.47,0,1,1,0,0.99,1
AUC_1016,1954104513,83,35,955,0.4217,27.2857,338223,379601,2000,120,12,117,16,0.1368,369.02,33.8,35.22,0.5138,3508.24,0,0,0,0,0.1187,0
AUC_1348,2498441999,62,22,330,0.3548,15.0,495189,514379,10000,90,9,128,3,0.0234,63.28,83.18,6.78,0.2417,20234.28,0,0,1,0,0.1084,0
AUC_1283,2237028258,32,3,263,0.0938,87.6667,1189822,1245041,5000,90,13,79,7,0.0886,1128.7,67.77,17.8,0.3457,11850.05,0,0,0,0,0.2334,0
AUC_1091,2091691752,56,0,1256,0.0,1256.0,95105,129272,1000,240,24,52,43,0.8269,58.15,13.6,6.91,0.7435,1099.98,1,1,1,1,0.99,1
AUC_1172,2250132028,30,10,221,0.3333,22.1,811979,910258,2000,90,20,293,13,0.0444,220.32,17.42,9.39,0.4436,3454.26,0,0,1,1,0.1616,0
AUC_1091,1626159776,59,3,518,0.0508,172.6667,1304434,1605202,2000,90,12,72,6,0.0833,391.21,34.3,5.92,0.5199,5545.45,0,0,1,0,0.2689,0
AUC_1090,2680630049,23,4,282,0.1739,70.5,896407,1048725,5000,180,5,65,16,0.2462,284.29,43.59,10.15,0.5073,12474.12,0,0,1,0,0.419,0
AUC_1177,2579263350,40,10,167,0.25,16.7,1889163,2250644,20000,90,14,155,2,0.0129,1043.88,43.54,20.17,0.143,67176.24,0,0,0,0,0.1152,0
AUC_1188,2156126091,61,28,461,0.459,16.4643,1202654,1295409,5000,30,19,196,2,0.0102,178.15,13.17,2.27,0.2038,11031.32,0,0,1,0,0.0606,0
AUC_1013,2742611186,34,8,227,0.2353,28.375,294820,303626,10000,180,18,220,6,0.0273,757.48,71.07,60.77,0.2657,18671.51,0,0,0,1,0.1262,0
AUC_1110,2777821128,121,6,2117,0.0496,352.8333,665616,816454,10000,90,3,50,41,0.82,109.25,7.78,3.78,0.8516,11851.96,0,1,1,0,0.9734,1
AUC_1217,2365814100,78,36,400,0.4615,11.1111,120556,136239,1000,120,17,204,9,0.0441,254.91,59.62,36.43,0.4129,2010.8,0,0,0,0,0.01,0
AUC_1358,1833260531,2,0,10,0.0,10.0,183250,225088,20000,30,16,53,8,0.1509,245.2,2.13,15.03,0.1291,62424.97,0,1,0,0,0.1011,1
AUC_1181,2872130210,16,5,40,0.3125,8.0,1817568,2055228,5000,60,17,169,7,0.0414,375.75,38.15,4.7,0.6691,7989.84,0,0,1,0,0.107,0
AUC_1108,2532583245,86,31,246,0.3605,7.9355,424227,453527,1000,180,9,68,9,0.1324,399.52,65.75,27.18,0.6258,2440.9,0,0,0,0,0.1237,0
AUC_1096,1541231312,15,1,369,0.0667,369.0,915154,1239081,5000,120,3,46,26,0.5652,87.92,3.69,4.68,0.9688,8608.91,0,1,1,0,0.8647,1
AUC_1214,1489871585,40,9,95,0.225,10.5556,1567675,1862970,20000,60,9,97,2,0.0206,639.26,33.76,25.72,0.3374,27996.86,0,0,0,1,0.1015,0
AUC_1224,2240333163,21,6,72,0.2857,12.0,413224,510382,10000,60,24,69,5,0.0725,285.74,16.53,31.59,0.527,34170.97,0,0,0,1,0.1049,1
AUC_1263,2078843805,131,4,3830,0.0305,957.5,826722,1035403,2000,180,24,342,39,0.114,114.35,26.13,1.32,0.7458,2525.43,0,0,1,0,0.8038,1
AUC_1149,1730006566,29,0,163,0.0,163.0,597318,742890,20000,90,17,107,5,0.0467,234.58,42.72,28.36,0.2586,59983.32,0,0,0,0,0.1854,0
AUC_1020,2318075838,11,1,48,0.0909,48.0,1355560,1498862,1000,60,6,24,7,0.2917,545.55,49.27,24.97,0.4824,2350.19,0,0,0,1,0.1805,0
AUC_1181,1905722233,157,7,3200,0.0446,457.1429,177171,208772,5000,30,23,77,17,0.2208,58.08,4.51,5.84,0.6989,5746.21,0,0,0,1,0.765,1
AUC_1285,2069740040,32,8,278,0.25,34.75,503722,591591,10000,90,12,42,9,0.2143,462.88,30.42,24.14,0.5318,21590.95,0,0,0,0,0.1844,0
AUC_1002,2180623430,44,1,342,0.0227,342.0,382056,404569,10000,90,17,68,9,0.1324,619.6,70.78,39.66,0.1319,36422.59,0,0,0,1,0.2326,0
AUC_1191,2746636933,32,0,256,0.0,256.0,1199216,1294997,10000,240,14,186,5,0.0269,492.0,28.86,60.06,0.2995,43798.94,0,0,0,0,0.2423,0
AUC_1210,2711708200,20,1,529,0.05,529.0,1594865,1756840,1000,240,20,266,18,0.0677,13.4,27.23,1.97,0.7756,1722.03,1,1,1,0,0.7639,1
AUC_1074,1144526455,47,2,409,0.0426,204.5,1094990,1376558,1000,120,22,115,29,0.2522,11.68,5.23,3.86,0.8412,1865.04,1,1,1,0,0.8784,1
AUC_1096,1952127936,95,46,904,0.4842,19.6522,111318,116142,5000,240,4,39,15,0.3846,90.06,14.52,12.19,0.361,8595.23,0,1,1,0,0.2211,1
AUC_1149,2916890563,63,4,1055,0.0635,263.75,1240989,1388683,2000,90,12,208,33,0.1587,87.36,5.69,8.89,0.6385,2513.31,0,1,1,0,0.8429,1
AUC_1202,2700360474,35,1,264,0.0286,264.0,1708291,2055341,2000,120,19,154,9,0.0584,228.85,99.79,82.89,0.2229,6600.18,0,0,0,0,0.2527,0
AUC_1109,1575922492,68,3,1009,0.0441,336.3333,1247170,1548075,10000,60,22,272,24,0.0882,29.94,4.27,4.69,0.8703,15847.0,1,1,1,0,0.99,1
AUC_1015,2755609967,63,2,1004,0.0317,502.0,1362134,1685708,2000,30,4,45,26,0.5778,113.2,6.83,1.85,0.7432,3528.73,0,0,1,0,0.8693,0
AUC_1396,2190306876,18,1,105,0.0556,105.0,1286861,1455508,10000,240,5,46,2,0.0435,866.0,137.3,114.3,0.4273,24347.66,0,0,0,0,0.2492,0
AUC_1222,2938684021,112,10,914,0.0893,91.4,1724395,2142795,10000,120,9,161,38,0.236,33.05,20.37,9.73,0.9696,16128.77,1,0,1,0,0.9376,1
AUC_1215,2021286688,34,0,255,0.0,255.0,634566,737041,1000,30,14,219,3,0.0137,614.06,0.79,10.1,0.5355,3086.28,0,1,0,0,0.3841,1
AUC_1332,2327505223,33,4,286,0.1212,71.5,1536880,1769695,1000,120,5,15,4,0.2667,411.16,67.59,62.26,0.5381,3294.37,0,0,0,0,0.3268,0
AUC_1136,1610084741,53,22,481,0.4151,21.8636,1537919,1831765,5000,180,3,33,17,0.5152,313.3,70.59,45.87,0.6112,6157.1,0,0,0,0,0.3769,0
